time,0,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,2.5,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,4.5,5.1,5.2,5.3,5.4,5.5,6.1,6.2,6.3,6.4,6.5,7.1,7.2,7.3,7.4,7.5,8.1,8.2,8.3,8.4,8.5,9.1,9.2,9.3,9.4,9.5,10.1,10.2,10.3,10.4,10.5,11.1,11.2,11.3,11.4,11.5,12.1,12.2,12.3,12.4,12.5,13.1,13.2,13.3,13.4,13.5,14.1,14.2,14.3,14.4,14.5,15.1,15.2,15.3,15.4,15.5,,1.6,2.6,3.6,4.6,5.6,6.6,7.6,8.6,9.6,10.6,11.6,12.6,13.6,14.6,15.6
3/8/2023 9:43:14,I agree,Yes,4,3,2,4,Yes,5,1,2,2,Yes,3,3,3,4,Yes,2,5,4,1,Yes,3,2,4,1,Not sure,4,5,3,5,Yes,4,4,3,4,Yes,2,3,5,1,Not sure,4,2,2,3,Yes,1,2,2,2,Yes,2,2,1,5,Yes,4,4,2,4,No,2,5,2,3,Not sure,2,4,2,3,Yes,4,2,4,5,Some of the swim suits look too small?,,,,,,,,,,,,,,,
3/10/2023 9:46:43,I agree,Yes,3,3,4,1,Yes,4,2,,1,Yes,3,2,2,1,Not sure,1,2,2,1,Yes,5,2,4,1,Not sure,2,3,3,4,Yes,5,2,3,1,No,4,3,3,1,No,5,2,3,1,Yes,1,2,3,1,No,4,3,2,1,Yes,4,4,4,1,Not sure,4,3,1,1,No,3,4,2,1,Not sure,4,4,4,5,,,,,,,,,,,,,,,,
3/10/2023 9:49:05,I agree,Yes,2,1,1,1,Yes,4,1,3,1,Yes,4,3,3,5,Yes,4,4,4,4,Yes,5,4,5,3,Yes,3,5,4,5,Yes,3,5,3,4,Yes,5,5,5,2,Yes,5,4,4,2,Yes,5,4,4,1,Yes,5,5,5,5,Yes,5,5,5,5,No,2,5,2,4,No,4,5,4,2,Yes,5,5,5,5,,,,,,,,,,,,,,,,
3/10/2023 9:48:52,I agree,No,5,5,3,1,Yes,5,1,1,1,Yes,5,1,1,1,Yes,3,1,1,1,Yes,5,,1,1,No,5,,3,3,Not sure,5,3,1,1,Yes,3,3,1,3,No,5,2,1,1,Yes,5,1,1,1,Yes,5,1,1,3,Yes,3,1,1,1,No,3,1,1,1,Yes,3,1,1,1,Yes,3,1,1,3,,,,,,,,,,,,,,,,
3/10/2023 9:49:12,I agree,Yes,4,3,3,3,Yes,5,3,4,2,Yes,4,3,3,2,Yes,2,2,2,4,Yes,4,3,3,2,No,3,2,2,5,Yes,2,4,2,1,No,5,3,3,1,Yes,5,3,2,3,Yes,4,2,2,1,Yes,4,2,2,2,Yes,3,2,2,1,No,2,4,2,2,No,3,3,2,2,Yes,3,2,2,5,,There's tree-like designs on the left which seem to have inspired the design of the swimwear ,Both are in nature but it's very tenuous as a connection,,,,,,,,,,,,,
3/10/2023 9:57:10,I agree,Yes,5,2,3,5,Yes,5,1,3,1,Yes,5,4,5,1,Yes,4,2,2,4,Yes,5,2,5,5,No,5,5,2,5,Yes,4,5,1,1,Yes,5,4,5,5,Yes,5,3,4,1,Yes,5,3,5,2,Yes,4,2,5,5,Yes,5,2,4,1,Yes,1,4,1,4,No,5,5,5,3,Yes,5,4,5,5,,,,,,,,,,,,,,,,
3/10/2023 11:39:11,I agree,Not sure,2,2,1,3,Yes,4,2,3,2,Yes,4,4,3,4,Yes,4,2,4,3,Yes,4,2,3,2,No,4,5,4,5,Yes,4,4,4,3,No,3,3,2,5,Not sure,3,4,4,3,Yes,3,2,4,1,Yes,5,3,3,4,Not sure,4,3,4,5,No,4,5,4,4,No,4,4,3,4,Yes,4,3,4,5,,"The color scheme of both don't match, so no ",,,,,,,,,,,,,,
3/10/2023 12:04:47,I agree,Yes,5,3,5,3,Yes,5,3,5,1,Yes,5,3,4,1,Yes,5,1,3,3,Yes,5,3,3,3,Yes,5,3,4,5,Yes,5,5,5,5,Yes,5,4,5,5,Yes,5,5,5,5,Yes,5,4,5,4,Yes,3,5,5,5,Yes,3,3,4,5,No,3,3,5,4,Not sure,4,2,5,3,Not sure,4,3,3,2,,,,,,,,,,,,,,,,
3/10/2023 12:45:25,I agree,Yes,1,1,1,3,Yes,1,1,1,1,Yes,2,1,1,2,Yes,1,1,1,3,Yes,1,1,1,3,No,5,5,3,5,Yes,1,1,1,1,Yes,2,1,1,3,Not sure,2,3,3,2,Yes,1,1,1,1,Yes,1,1,1,1,Yes,1,1,1,1,Yes,1,1,1,1,No,3,1,1,1,Yes,1,1,1,4,,,,,,,,,,,,,,,,
3/10/2023 14:37:54,I agree,Not sure,4,5,4,1,Not sure,4,3,3,1,Yes,4,3,2,1,Not sure,5,4,4,1,Not sure,5,3,4,1,No,5,4,4,3,No,4,4,4,1,Yes,4,4,3,1,Not sure,5,4,4,1,Yes,4,3,4,1,Not sure,5,3,3,2,Not sure,4,5,5,1,No,5,4,4,1,No,5,4,3,1,Not sure,5,4,4,4,,,,,,,,,,,,,,,,
3/10/2023 17:17:42,I agree,Not sure,4,5,2,5,Yes,5,1,3,1,Yes,5,5,5,5,Yes,3,5,2,3,Yes,5,5,5,4,No,5,5,5,5,Yes,5,5,5,5,No,5,5,5,5,Yes,5,3,5,4,Yes,5,2,5,2,No,5,5,5,4,No,5,5,2,2,No,5,4,3,1,No,5,5,5,2,No,5,5,5,5,,,,,,,,,,,,,,,,
3/11/2023 10:33:35,I agree,Yes,4,3,3,3,Yes,4,4,4,4,Yes,5,4,4,5,Yes,4,4,3,4,Yes,4,4,4,3,Not sure,5,5,5,5,Yes,4,4,4,4,Yes,4,4,4,4,Yes,4,4,4,4,Yes,3,3,3,4,Yes,4,4,4,4,Yes,3,3,3,3,No,5,5,5,2,No,5,5,5,2,Yes,5,5,5,5,,similar shade ,,mia khalifa <3 ,,,perfect,,,safari,forest,,,,,zebra is the key
3/12/2023 13:58:25,I agree,Yes,2,2,1,2,No,4,3,5,1,Yes,1,2,2,1,Yes,1,1,1,1,Yes,1,3,3,1,No,5,4,5,5,Yes,1,2,3,1,Yes,1,1,1,1,Yes,1,1,1,1,Yes,1,1,2,1,Yes,1,1,1,1,Yes,1,1,1,1,No,5,4,5,1,No,5,4,5,1,Yes,1,3,1,1,,,,,,,,,,,,,,,,
3/12/2023 14:20:49,I agree,Not sure,2,4,4,3,Yes,5,1,2,1,Yes,5,3,4,3,Yes,3,4,4,2,Yes,5,3,3,4,No,4,5,4,3,Yes,4,5,4,5,Yes,4,3,4,3,Yes,4,3,2,4,Yes,4,3,4,3,Yes,4,2,2,4,Yes,4,4,5,4,No,3,4,3,2,No,4,3,5,4,Not sure,4,3,2,5,,"It remainds me more of the earth, like a desert ","The background from the swimwear picture could maybe signify the connection between the two photos. Yet, the swimwear itself is a little basic. It could mean anything ",The design gives me tropical / beach vibes so its easier to see the connection,I don't understand what the connection is supposed to be ,The first thing that came to mind was rainforest ,It also reminded me of the sea and the seashells you can sometimes buy in shops  ,This reminded me of what models wear in like hotel TV ads if that makes sense. Luxury vibes in a sense,"It's a bit more sporty than the other one, so connecting it to the rainforest was a little harder. For some reason this one made me think about Jamaica",,,,I really like this one,,Really like the colour of this one,
3/12/2023 23:09:50,I agree,Yes,2,2,1,3,No,5,1,3,1,Not sure,4,2,1,5,Not sure,5,4,3,4,Yes,3,3,3,1,No,5,3,3,1,Yes,2,4,1,2,Not sure,5,4,1,4,No,4,4,2,4,Yes,5,4,4,1,Not sure,5,4,4,4,Yes,1,4,1,1,Not sure,5,4,3,1,No,5,5,5,3,Not sure,5,4,3,5,,,,,,,,,,,,,,,,
3/13/2023 15:22:42,I agree,No,5,3,4,4,Yes,5,3,4,4,Yes,4,4,4,5,Yes,2,1,2,1,Yes,5,2,1,1,No,5,5,5,5,Yes,4,5,4,4,Not sure,4,4,3,3,Yes,5,4,5,4,Yes,1,1,1,1,No,4,2,4,5,Yes,5,3,5,4,No,5,5,5,1,No,5,4,5,1,Not sure,5,4,4,5,,,,,,,,,,,,,,,,
3/13/2023 15:22:56,I agree,Yes,3,2,2,4,Yes,5,1,5,3,Yes,5,2,1,2,Yes,4,1,4,1,Yes,4,1,4,4,No,5,4,2,5,Yes,5,3,4,2,Yes,4,3,2,4,No,5,3,4,5,Yes,4,1,3,1,Yes,5,2,4,4,Yes,5,3,4,1,No,5,3,1,3,No,5,4,4,4,No,5,2,4,5,,,,,,,,,,,,,,,,
3/14/2023 20:49:36,I agree,Yes,5,5,5,1,No,5,1,1,2,Yes,5,5,5,4,Yes,2,2,1,3,Yes,4,5,5,1,No,5,5,5,5,Yes,5,5,5,3,No,5,5,5,3,No,5,5,5,5,Yes,3,3,2,5,Yes,5,5,5,1,Yes,5,5,5,5,No,5,5,5,1,No,5,5,5,4,Yes,5,5,5,5,,,,,,,,,,,,,,,,
